,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,-0.7845767573862401,0.818182,-0.6497935456890559,-0.6213795153071915,-0.47933400195245995,-0.6109636586651579,0.166667,0.0,0.083333,0.0,-0.47606981743568183,-0.511333250061439,-0.964944159156973,-0.7825904802455043,-0.6918927266021457,0.0,0.36067954425377496
1,0.8948919371548425,0.909091,-0.7331782881479071,-0.6213795153071915,-0.6645861808891586,2.7612953853211653,0.0,0.0,0.0,0.25,0.11007385158785597,-0.5917958767710622,0.6937823387022993,1.5800023267620589,0.6400260569799725,0.222222,0.36067954425377496
2,0.5191543697929374,1.0,-0.05738603105241455,0.5019970805920612,-0.6645861808891586,-0.6109636586651579,1.0,1.0,0.0,0.0,-0.47606981743568183,-0.10902011651332345,0.8320095468572387,-0.5280773837438689,0.00456470421062036,0.0,0.36067954425377496
3,0.0790550300987069,0.636364,0.5770285142191576,1.556591069755576,-0.6645861808891586,-0.45520020683761603,0.083333,0.083333,0.0,0.083333,-0.3295339001797974,-0.5515645634162506,0.8320095468572387,-0.9048022158783471,-0.44511575970084377,0.0,0.36067954425377496
4,-0.3719224512794642,1.0,-0.7191934256810139,-0.5981323309436128,-0.6645861808891586,-0.6109636586651579,0.083333,0.083333,0.0,0.0,-0.47606981743568183,-0.5515645634162506,-0.9096532758949972,-0.49400136049013854,-0.5415692205199506,0.0,0.36067954425377496
5,0.15510268485533182,1.0,0.43218030121831036,-0.6213795153071915,1.924439239789263,-0.6109636586651579,0.666667,0.0,0.583333,0.0,-0.47606981743568183,-0.2699453699325697,-0.74378062610907,-0.05692449991805249,2.5460382068058016,0.0,0.36067954425377496
6,-0.47309404543214645,1.0,3.0441461749685326,2.73438060655583,0.6721422775641385,-0.6109636586651579,1.0,1.0,1.0,0.0,-0.47606981743568183,1.9830081779368776,2.4907360447165106,2.9433829335947457,-0.6082848421480072,1.0,0.36067954425377496
7,0.16244618389962592,1.0,-0.35191597514422895,-0.6213795153071915,0.18244736682769577,-0.6109636586651579,1.0,0.0,1.0,0.0,-0.47606981743568183,-0.10902011651332345,-0.6055534179541306,-0.4935590778794414,-0.1314367828715145,0.0,0.36067954425377496
8,-0.2671605889370828,1.0,0.01981040976483643,0.33973173373428284,-0.27621683301348027,-0.6109636586651579,0.333333,0.083333,0.25,0.0,-0.47606981743568183,-0.39063930999700436,0.6937823387022993,-0.4879793727893349,-0.445659101442029,0.0,0.36067954425377496
9,-0.7254392310670106,0.545455,0.387009195450245,1.240719952215452,-0.6645861808891586,-0.6109636586651579,0.166667,0.166667,0.0,0.0,-0.47606981743568183,-0.4711019367066275,1.799600003941814,-0.19941487438685812,-0.7478742183350702,0.0,0.36067954425377496
10,-0.1193776497401369,1.0,0.07105619016695851,-0.6213795153071915,1.122145840947687,-0.6109636586651579,1.0,0.0,1.0,0.0,-0.47606981743568183,-0.10902011651332345,-0.9096532758949972,-0.248753013342478,2.21114427922489,0.0,0.36067954425377496
11,-0.4712167678465117,0.818182,0.5710674665926444,1.5466819574206008,-0.6645861808891586,-0.6109636586651579,0.25,0.25,0.0,0.0,-0.47606981743568183,-0.3504079966421928,-0.6884897428470943,-0.47747819924166285,-0.6689914357737894,0.0,0.36067954425377496
12,-0.000489985631753053,1.0,2.079518434966963,2.73438060655583,0.7291937347670756,-0.6109636586651579,1.0,0.25,0.916667,0.0,-0.47606981743568183,0.4542182704540384,-0.4120353265372156,-0.5364365395599313,-0.1911583941473787,0.25,0.36067954425377496
13,-0.31668732550641576,1.0,1.1354877752174153,-0.011199043724162954,2.6714482619607365,-0.6109636586651579,0.75,0.166667,0.75,0.0,-0.47606981743568183,0.4542182704540384,0.8320095468572387,0.09800886654292668,-0.532507172439271,0.083333,0.36067954425377496
14,0.6666320765729478,1.0,-0.7331782881479071,-0.6213795153071915,-0.6645861808891586,-0.34845790139597804,0.0,0.0,0.0,0.083333,-0.3295339001797974,-0.5917958767710622,-0.4120353265372156,-0.4169002316172556,0.5224056003460297,0.0,0.36067954425377496
15,2.85174954180874,1.0,0.6755343892203373,-0.6213795153071915,2.465088208966995,1.1310630605041267,0.5,0.0,0.5,0.166667,0.11007385158785597,-0.149251429868135,0.970236755012178,0.30242849795734067,2.1214893152272314,0.0,0.36067954425377496
16,0.2944112387810583,0.875,-0.7331782881479071,-0.6213795153071915,-0.6645861808891586,1.4964877123997773,0.0,0.0,0.0,0.25,-0.036462065668028475,-0.5917958767710622,-0.4120353265372156,-0.6674216566867812,-0.35339843215199296,0.0,-2.628285197478895
17,-0.7844764960428003,0.454545,-0.2795443118780562,-0.6213795153071915,0.3432322768482266,-0.6109636586651579,0.416667,0.0,0.333333,0.0,-0.47606981743568183,-0.2699453699325697,-0.5502625346921549,-0.7506216144583219,-0.7865669116308517,0.25,0.36067954425377496
18,0.25031934166802666,1.0,-0.29234920157430533,-0.3801899775350638,-0.00756233662047976,-0.6109636586651579,0.666667,0.083333,0.583333,0.0,-0.47606981743568183,-0.22971405657775815,2.3525088365615714,0.13734025325587565,0.17208944592251227,0.0,0.36067954425377496
19,1.0943646884569662,1.0,-0.38474543978526093,-0.6213795153071915,0.10951160329664338,-0.6109636586651579,1.0,0.0,1.0,0.0,-0.47606981743568183,-0.10902011651332345,-0.13558091022733684,-0.26650959136536606,2.8816271072362865,0.0,0.36067954425377496
20,0.26498746784558885,1.0,-0.5787504443572381,-0.6213795153071915,-0.3215006989757843,-0.6109636586651579,0.666667,0.0,0.666667,0.0,-0.47606981743568183,-0.2699453699325697,-0.6884897428470943,-0.7697114366810996,2.8816271072362865,0.0,0.36067954425377496
21,2.577280840270175,1.0,3.0441461749685326,2.73438060655583,0.20907008562457358,-0.43760939573349283,1.0,0.916667,1.0,0.333333,0.40314568609962487,3.1094849518716012,1.8687136080192839,0.3536138379255622,1.4787803432237159,0.0,0.36067954425377496
22,-0.7360017508492483,0.636364,-0.02003770772676765,-0.6213795153071915,0.919766573769671,-0.6109636586651579,1.0,0.0,1.0,0.0,-0.47606981743568183,0.09213645026073436,-0.74378062610907,0.5241942885305575,-0.7678248027544787,0.0,0.36067954425377496
23,1.2123900662331415,0.818182,2.980108615678724,2.73438060655583,0.8768323423620147,2.7612953853211653,1.0,0.083333,0.916667,0.333333,1.428897106890816,-0.0687888031585119,1.2466911713220568,3.004182002857574,1.1441715808892443,0.0,0.36067954425377496
